Cargo,Empresa,Local,Link
Desenvolvedor back end,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=a7303c5a1fa94a9c&bb=l1Q_HG59co_pv1zkLiHhZo9AdQH71KbfaJAwmo_5BruztOR7Y4RDHU9kpRbkCHL-SYZyogaFEAP9POzxBdjwzuBLQB6bzWDwEzFBLnf4G2M%3D&xkcb=SoBW67M3DIs9uxWJaZ0HbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Consultor Junior de dados socioeconômicos,NMC Integrativa,"Remoto híbrido in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=6558bff6038a5c19&bb=l1Q_HG59co_pv1zkLiHhZq_DZ0caVDcyWT0TvoNnGRnN4J19MQP4MFnetjKluhRvmFgh29nn7S2vW68KMPAu5gC1OIlVN4QDjdLjMqPik10%3D&xkcb=SoDi67M3DIs9uxWJaZ0GbzkdCdPP&fccid=157961f5e97f57de&vjs=3
Pessoa Desenvolvedora III,ANDRITZ AG,"Home office in Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=4fa9adf92b3b7639&bb=l1Q_HG59co_pv1zkLiHhZreT4d5i3ySb5U3b4aDyyptF23m1-DpIwQv6OnJGAUkFFlEt5db9i0RimPR5qyxy354dpnFiHU0PMwZv4gWIdCk%3D&xkcb=SoB_67M3DIs9uxWJaZ0FbzkdCdPP&fccid=31dc3ff412a8dc30&vjs=3
Jr Information Security Analyst,Topaz Brasil,"Remoto híbrido in Indaiatuba, SP",https://br.indeed.com/rc/clk?jk=106b147543a88827&bb=l1Q_HG59co_pv1zkLiHhZhJCLDLFImnOBun4OA0rL58hElxySzytaCGOF92scEyujPDR3jJgAwhKJlKnE3zsb8FRs3usBjpAzj-LnABPcR4%3D&xkcb=SoDL67M3DIs9uxWJaZ0EbzkdCdPP&fccid=821cc40fb06da81a&vjs=3
ANALISTA DE BI JR,LogsUp,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=006e908adabf0f4a&bb=l1Q_HG59co_pv1zkLiHhZlZ_g25tAmqQ_Qea7orYEckBKQ-ZR0kek26leNi51eo48CIjIYb3FOZS9T88FKooSVNsUsPDyUU82habxZlIidc%3D&xkcb=SoDs67M3DIs9uxWJaZ0bbzkdCdPP&fccid=8d95705c234922c3&vjs=3
Analista Segurança Informação Sr (AppSec),Banco BV,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=a12010f0b8c3d770&bb=0Bt6-G3Q-YUFxRXyJM8LTI5rsw5UiKcsyLZW1V4u40fEJyljDKn7g3wzRdQfYzQugcKmgac6u4eDgQTFJurFUWdUSuOhZ_uppdeqTDMf_QY%3D&xkcb=SoA967M3DIs8UPQiCB0LbzkdCdPP&fccid=ceee6c892674bc45&vjs=3
Pessoa Coordenadora de Suporte ao Cliente,Pulsus,,https://br.indeed.com/rc/clk?jk=45a6634353087d78&bb=0Bt6-G3Q-YUFxRXyJM8LTOysiojSqiSZf_gmoKIrjorUzEg15N-iblerUhS2KW1IuamGtwzlko_ZylopQ5bHKMsg70MgjP089mYRKW1h08Y%3D&xkcb=SoCJ67M3DIs8UPQiCB0KbzkdCdPP&fccid=4f6b2ba667bb2543&vjs=3
ESTAGIARIO 6H - Atendimento Asset e Movimentação de cotas Asset,Itaú Unibanco,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=5fbc2538b01279fe&bb=0Bt6-G3Q-YUFxRXyJM8LTELiDNMXhpZP5p2gOP_y3TpHGCf2Iezql-lA_Dx7ocV1wakYhmRj6jGR15m7LkEVMW_r-2H4IeEA2SY_hCTqKKk%3D&xkcb=SoAU67M3DIs8UPQiCB0JbzkdCdPP&fccid=df3b23afae2f3514&vjs=3
Estágio em R&D - Software Embarcado,Nidec Global Appliance (Brasil),"Joinville, SC",https://br.indeed.com/rc/clk?jk=d41d1e4301410449&bb=0Bt6-G3Q-YUFxRXyJM8LTDRSrco7YM3-r2YgwcJHgQmLv1jLN7CeZHzsCFm2-B4nGVwpmp8yM1nXGtLYbiDzG1kXgRcOZTvLHRkMxOFYcw0%3D&xkcb=SoCg67M3DIs8UPQiCB0IbzkdCdPP&fccid=59c44122cb9e2ce8&vjs=3
Estágio em desenvolvimento de software,Netvagas,"Campinas, RS",https://br.indeed.com/rc/clk?jk=7e073b2a6c75b7c6&bb=0Bt6-G3Q-YUFxRXyJM8LTABrY-eG0Pe9pUDeImSkTkhbbDme-nwwjZzabfcukCdzHC8JXh0uWAueldWztB7YmSoPI0bn0ziHgDtDeJHjchc%3D&xkcb=SoAu67M3DIs8UPQiCB0PbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Backend Engineer,Brick Abode,,https://br.indeed.com/rc/clk?jk=91cc68e3afc49b49&bb=0Bt6-G3Q-YUFxRXyJM8LTABrY-eG0Pe9bMNn27xBfYhTGRshRt3X322LhIhDtKKHZGiTEZ1UzoyAm3pwhZaVDQ8LvAAFK5iF-AlbgHkiSXs%3D&xkcb=SoCa67M3DIs8UPQiCB0ObzkdCdPP&fccid=106566e4d12a08ba&vjs=3
Analista de Dados PL,Videosoft Soluções em Autoatendimento,"Home office in Balneário Camboriú, SC",https://br.indeed.com/rc/clk?jk=e4707eb2568035fb&bb=0Bt6-G3Q-YUFxRXyJM8LTN9yuBwXVXgNlEJTeBZ0D2c8LjYU34IiK8Q3FVRS0EzgU7gJvmXuBdd0VkfpdCJgeYn6pTfDny0EP0ARQzZgdOs%3D&xkcb=SoAH67M3DIs8UPQiCB0NbzkdCdPP&fccid=bb84a43535b8e5df&cmp=Videosoft-Solu%25C3%25A7%25C3%25B5es-em-Autoatendimento&ti=Analista+De+Dados&vjs=3
Associate Risk Data Scientist,Trustly,"Home office in Vitória, ES",https://br.indeed.com/rc/clk?jk=c18f3c5a375c84b4&bb=0Bt6-G3Q-YUFxRXyJM8LTD8KYcnPlgEKngKLUfvu-TpAbOYfOckHLhMt66LxqxpX0pdy0x8SQ5b56z5FhVshNV5tGIJyZoXRFF-sycmL2Aw%3D&xkcb=SoCz67M3DIs8UPQiCB0MbzkdCdPP&fccid=26c16076c8b589a8&vjs=3
Engenheiro de Dados,Framework Digital,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=a596c5e90f592d9a&bb=0Bt6-G3Q-YUFxRXyJM8LTIWld0IYDkBJ3u-9_4Lwa0kjTcGId5iF13t3t-3CGi2JaHtUG7QfMTtvRTo8U_3557rjggy4oNxFA0z0RwATnGk%3D&xkcb=SoBa67M3DIs8UPQiCB0DbzkdCdPP&fccid=d0596844a46a8563&vjs=3
Analista de sistemas jr - botafogo/rj,Netvagas,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=f14c102f541b3e70&bb=0Bt6-G3Q-YUFxRXyJM8LTIeQn0ph3zGyHQjJdn4v-H8cMXAeN5VNixIZl_ln-rJExgASxr1y4lLg8EFfagt2yTmHCc5brIONEAa4R10BXIw%3D&xkcb=SoDu67M3DIs8UPQiCB0CbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estágio em Análise de Dados,Quero Educação,"Remoto híbrido in São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=2b0739310c37b0b1&bb=0Bt6-G3Q-YUFxRXyJM8LTMuhCQIdYjbWqN2dMDtngbG3GYU5lLet0rU4WXaLj5_nwCVIc2g4A-VVOuswLRHL4fWOEGSsa4GC4kVDSRJOvhg%3D&xkcb=SoBz67M3DIs8UPQiCB0BbzkdCdPP&fccid=4c10b03c51662982&vjs=3
Computer and Information Research Scientist – Pleno/Sênior,MOST Specialist Technologies,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=5f29e24a1d0bb416&bb=0Bt6-G3Q-YUFxRXyJM8LTBs5dH6GQrnpZUrRtmQezew-_T7DRRPWCm9b7Hsyns-1--cGAxTTNLGitzA-tk_CEKsa6XePP5w6Y2Ja8ujdxr0%3D&xkcb=SoDH67M3DIs8UPQiCB0AbzkdCdPP&fccid=164a79a2d47e57e3&vjs=3
Analista III de Soluções Digitais RGM,Grupo Boticário,,https://br.indeed.com/rc/clk?jk=ae38936b65d57122&bb=0Bt6-G3Q-YUFxRXyJM8LTMEBmdzhWE5PqnzS0RC6kWqBdG7srolhLPAix_JIC4KBADrjDe-vU2wXkPdCp7xOcwjyDfE667ODXp9FfNFsJLY%3D&xkcb=SoBJ67M3DIs8UPQiCB0HbzkdCdPP&fccid=89d5d4cca0999596&vjs=3
DESENVOLVEDOR FULL STACK - SAO PAULO,OEmprego,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=5829cb7c42996eb2&bb=0Bt6-G3Q-YUFxRXyJM8LTN7jUFLatJJKU5mSN-0r8_GxtUfJqhDrf0oxO_N6Q-Wy7unaXwrBrh9NCKQA6WvhoOQGyW7cNuD-aKzmJm3F3MI%3D&xkcb=SoD967M3DIs8UPQiCB0GbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Data Engineer,Semantix,,https://br.indeed.com/rc/clk?jk=659a57073ec77003&bb=0Bt6-G3Q-YUFxRXyJM8LTFL6q7r1LrpZYB6pr6xBCN9AtdYiB3ZiaPeocjoSdo9oPS6ubytPsIGwzn1AfRngXAayd1tOcLZIEtxrPt74fsQ%3D&xkcb=SoBg67M3DIs8UPQiCB0FbzkdCdPP&fccid=20001ab64f271f8d&vjs=3
QA com foco em Machine Learning (HDL),Sidia,"Manaus, AM",https://br.indeed.com/rc/clk?jk=424cf959c80b35e2&bb=L2bv_Mnw1hkWDOSliVXHwv-D4L_2UIDHQ3aQQnpgJZoQE1Gsl8t284HAkGwk8jernMOQlWiEheH9sszJ1Ly4-yLwv9fgVjXEVSkUCHfDoWQ%3D&xkcb=SoCB67M3DIs58Ywji50LbzkdCdPP&fccid=58b3d3017960a23b&vjs=3
Container Infrastructure Consultant,Red Hat Software,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=061706c5c1895ea8&bb=L2bv_Mnw1hkWDOSliVXHwtIhKuOySuCaEeoE5D13j9lmAh5gT9ItAKW-MdJRpQNAM2DMFiGwBXOhrRppM7nbsl8oxJcKTetg4agyhDEr9WI%3D&xkcb=SoA167M3DIs58Ywji50KbzkdCdPP&fccid=e24a60f01d1882d1&vjs=3
DevOps Engineer (Contractor),FORT Robotics,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=44d5aeb4a06d9258&bb=L2bv_Mnw1hkWDOSliVXHwqM3ElGEqZVVyrnOipPa4YiptJdVGddie5C6oJNkyMM8pEM6_B2p2y_MpdVAI7Gs0cbBMUX5Ck9rXFMKbFr4Q6I%3D&xkcb=SoCo67M3DIs58Ywji50JbzkdCdPP&fccid=3c39c8929b5b088b&vjs=3
0089/2024 Bolsista Pesquisador Desenvolvimento de software e automação,FIESC,"Joinville, SC",https://br.indeed.com/rc/clk?jk=912bd06575aa0b77&bb=L2bv_Mnw1hkWDOSliVXHwrmc75u0LeC4wHAMYhFQoEOgl6xZwvuRGBtPAy1jKwTakWqSI185TenaY6b00L3EWsWPNoZNEFNafwJCkwIeZrw%3D&xkcb=SoAc67M3DIs58Ywji50IbzkdCdPP&fccid=98367ac53b609963&vjs=3
Estágio em Gestão de Desempenho,CSN - Companhia Siderúrgica Nacional,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=6a52083e8df2a809&bb=L2bv_Mnw1hkWDOSliVXHwkBGqsNTgG-dUukNM2wGKrBuRWGjrm1ujfTmS-vysZ6RfUriTiaPVV8GpyAQmqCG78FraT7qpaDt73mVopSQ49o%3D&xkcb=SoCS67M3DIs58Ywji50PbzkdCdPP&fccid=aadcc77c838a1d87&vjs=3
Tech | Software Engineer II,Fluency Academy,,https://br.indeed.com/rc/clk?jk=f58d11e38e33a865&bb=L2bv_Mnw1hkWDOSliVXHwvaXHX7WpL-xBRbkSuOCrTxeOIMzmEooyzOd2w2eJXZxo-_gJDzlpkGeQogGpNCbA58lZBurDzNkH8aGLwzP74s%3D&xkcb=SoAm67M3DIs58Ywji50ObzkdCdPP&fccid=06ea95cf2026d2b0&vjs=3
Bachelorand/Masterand (m/w/d) im Bereich Simulation Brennstoffzelle | Zum nächstmöglichen Zeitpunkt,ElringKlinger,"Piracicaba, SP",https://br.indeed.com/rc/clk?jk=d3582a58a710b1a9&bb=L2bv_Mnw1hkWDOSliVXHwqUPPXajpGkNBtl6c2Iw4PAZdnRqwE3yqUo-2-OiKEnM603ZgHcc8PdtB5fwIk7f1HDgrDEJsb4lomPTgHT0s30%3D&xkcb=SoC767M3DIs58Ywji50NbzkdCdPP&fccid=4e9791e5bed31f7e&vjs=3
"BI and Analytics Manager , Category Marketing Manager",Amazon Servicos de Varejo do Brasil Ltda.,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=f9776813c6b3bfec&bb=L2bv_Mnw1hkWDOSliVXHwrHQnSKmvZbJC8IaXOiNgh51XdNVIumTsoctdx-ddC0N80IM9IxhI_7Mae9lLkjddg3733W2VEojy7lxahBTZUM%3D&xkcb=SoAP67M3DIs58Ywji50MbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3
Lead Software Development Engineer in Test / R+D - Remote Work,BairesDev,"Home office in Campo Grande, MS",https://br.indeed.com/rc/clk?jk=e40c30eaebb925d0&bb=L2bv_Mnw1hkWDOSliVXHwm97k-KpYYxLxAr0wxLVDqpnDuvSd6mt4MwA0En_NfVK1nGHnqNNsrAgpqJjmSTa_AVYdnWu1ySpvkagRDaM6l4%3D&xkcb=SoDm67M3DIs58Ywji50DbzkdCdPP&fccid=29707109e86166e5&vjs=3
PROGRAMADOR PHP DEV FULL STACK - BELO HORIZONTE,OEmprego,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=663b1f4cf545d146&bb=L2bv_Mnw1hkWDOSliVXHwv_x9DkniCrGYJcJicYtymv81NqtrWT-l-EnObLzeELVFA25NJFK_MY0TQfeCdAxsOa_yW7fUhN_BJ0iTDAwM6U%3D&xkcb=SoBS67M3DIs58Ywji50CbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Especialista de suporte e sustentação de sistema bilíngue,Netvagas,,https://br.indeed.com/rc/clk?jk=ce9db9cb5eaf26da&bb=L2bv_Mnw1hkWDOSliVXHwsr4suUWdvf3OweJ1QKZJmRR9qXHUskKY51SWl7d7cxt2zRy_RUvlQGGwB85CaRCpP_osuQ9AR5BFCGEpTYIa4s%3D&xkcb=SoDP67M3DIs58Ywji50BbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de Dados,Resultfarma - Consultoria Especialista em Gestão...,"Goiânia, GO",https://br.indeed.com/rc/clk?jk=3eec73ba035faaaf&bb=L2bv_Mnw1hkWDOSliVXHwrsbpyyJWHBM0T7P9UK9bUbQ4hOBCdBjkpvSRT445PUaIW06bhj5xEHtNf3p-bBRn3ftXgJSz1_mFyH2QqDFgAo%3D&xkcb=SoB767M3DIs58Ywji50AbzkdCdPP&fccid=32f53db8a0a4eac2&cmp=Resultfarma---Consultoria-Especialista-em-Gest%25C3%25A3o-do-Varejo-Farma&ti=Analista+De+Dados&vjs=3
6836698 - Analista de Dados PL,MTP Métodos e Tecnologia – Brasil,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=797284c1c9aee42f&bb=L2bv_Mnw1hkWDOSliVXHwqd4yhvnMj_fCzA6Xg5yIL3YPBKpItOVw0SqqMsw29Ss6E-mMQkcI7TZryZfM0vLgxTqejpZbWveS0fHT7ffBq8%3D&xkcb=SoD167M3DIs58Ywji50HbzkdCdPP&fccid=af9bec5bcd2df687&vjs=3
Desenvolvedor fullstack (python/react) sr,Netvagas,"Ribeirão Preto, SP",https://br.indeed.com/rc/clk?jk=14669b4db21540f5&bb=L2bv_Mnw1hkWDOSliVXHwnlZcCjMw5iYf66r0k_H7Op0Lm0M9XkmOPq6k-O6Jn4Vrm3IiyXvn4avqKlvYS6kzRAfiEdp8VyLeB6ODVpaLPA%3D&xkcb=SoBB67M3DIs58Ywji50GbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estagiário(a),Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=38e59672c2370292&bb=L2bv_Mnw1hkWDOSliVXHwq1kbPuHboqgqp9uLDBIXVMD0q-v5eUTvNrkUyArZh-Cz_PIsmc4yeeNAy2gggUW9wcbLEE5kwmwGz6G3ky7frs%3D&xkcb=SoDc67M3DIs58Ywji50FbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Full Stack Developer,CloudLogically,,https://br.indeed.com/rc/clk?jk=f9d89ed878e456ba&bb=7ds2joRAtkOsGfGvIN5I7FVauBFE437nltUXoQRbmQmG6kSE--gHYtPTIcdpo5tpwqSOiCGWJSKDWclbxFIxAha4CwB0RCE1qgtJxqu4Sg4%3D&xkcb=SoCl67M3DIs4-v2xJh0JbzkdCdPP&fccid=fe7470de668ade03&cmp=CloudLogically&ti=Full+Stack+Developer&vjs=3
Developer,BlueShift,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=365ee4fcc7e3ad76&bb=7ds2joRAtkOsGfGvIN5I7DUks087c4qMnxsEW2E3_jVJsp2kV0mpHNZKTIWdkaSwZi4B5gmeTfMEc0hOw9lJCV_xamGstRwae1lWEQR1-gU%3D&xkcb=SoAR67M3DIs4-v2xJh0IbzkdCdPP&fccid=14c7af0cc3aed803&vjs=3
Estágio Originação,Statkraft,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=7a4f97ca93675223&bb=7ds2joRAtkOsGfGvIN5I7EJ5c87TgWEEQ2eO5sB2kkXF5HJqYgQobt35rkKKNMx1laxtPmVIoB3ee5Rr7w2ffzvsYzhYhdhdTz7qE2yhEDQ%3D&xkcb=SoCf67M3DIs4-v2xJh0PbzkdCdPP&fccid=40a74c5136c4b33d&vjs=3
Staff Software Engineer - Backend,Grupo OLX,,https://br.indeed.com/rc/clk?jk=6246f716e417d431&bb=7ds2joRAtkOsGfGvIN5I7HdcpjsTSjdCgahKGlMdpTycWgsEwsYNrgisoDwK-_3sJDz0w-Ca_9KFYdO6MRmOVfuPBj7WW8PIFa3YVx7DiKo%3D&xkcb=SoAr67M3DIs4-v2xJh0ObzkdCdPP&fccid=841c2e86d4988bbd&vjs=3
Desenvolvedor Front Sênior,Cadastra,,https://br.indeed.com/rc/clk?jk=6a9cb0e456f87a8c&bb=7ds2joRAtkOsGfGvIN5I7AbJmMDa-omBou-Pbq9I7G0pY7pm3CI2wnqUCB4s5fTsm1lElXgL3EELGtDdpEqwlHkNnGvaLlvCs8RQptx7G9Q%3D&xkcb=SoC267M3DIs4-v2xJh0NbzkdCdPP&fccid=599957f551c7eff1&vjs=3
Cientista de Dados Pleno | Crédito,C6 Bank,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=0c12b0d777051e8b&bb=7ds2joRAtkOsGfGvIN5I7PTrddLpZa6Rv3nGp5f2hl30HZOGLN7oTuoyeFZ7RfTCoDllhXfI7GF_pnpIpYVh1hpq2iW4Gq3QAERiI1RXBDk%3D&xkcb=SoAC67M3DIs4-v2xJh0MbzkdCdPP&fccid=88c0b0eaf8bb2f40&vjs=3
Pessoa Desenvolvedora Backend Python Sênior,NAVA | Technology for Business,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=7fdc8ff754a43d67&bb=7ds2joRAtkOsGfGvIN5I7DHzOTG_vvFJXu_B7N112eK40Maz6-IPRDsxTmFmEbWcyjdiozQZvQmlNPmZU1ClHLfLmqbbJrTLwLrhRiJ-Ads%3D&xkcb=SoDr67M3DIs4-v2xJh0DbzkdCdPP&fccid=4df8c09240f8f9eb&vjs=3
"Mid-Level Python Developer Backend, Brazil",Ci&T,"Campinas, SP",https://br.indeed.com/rc/clk?jk=30dbd62235e28296&bb=7ds2joRAtkOsGfGvIN5I7M9KtdWq7VWaJ1UR6srGsk7zi5Lh-kVpHZgAPyYxbTvZwEzEVz0oxuY5a1vgqfbxGJzx8b2QUor2DDeWcstA8L0%3D&xkcb=SoBf67M3DIs4-v2xJh0CbzkdCdPP&fccid=289d7ce11c250f70&vjs=3
Senior Software Engineer - Python,Kokku Games,,https://br.indeed.com/rc/clk?jk=2aa0cb3701dcc780&bb=7ds2joRAtkOsGfGvIN5I7Jb_k7UCr96xK35Zi6Nt_S3_6SDBML6INoLFwPaCvgwfVWi9-x09Q8yGK3duSt8ToRTqwE23Y262hRwe57pPNlw%3D&xkcb=SoDC67M3DIs4-v2xJh0BbzkdCdPP&fccid=237efd769e4fe76a&vjs=3
Auditor Pleno | TI,Riachuelo,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=5c12663853bfce89&bb=7ds2joRAtkOsGfGvIN5I7DHzOTG_vvFJkVVniN6cdgJ3UuPylT7RwSWx7USxr6RRbKMxpWGYpmYqTKvzBJ51ubp8QYWwOuRvrByKEwXq_nc%3D&xkcb=SoB267M3DIs4-v2xJh0AbzkdCdPP&fccid=91677252111e9a57&vjs=3
Analista de Dados,SMT CONSULTORIA E SOLUCOES EM TECNOLOGIA LTDA,"Nova Lima, MG",https://br.indeed.com/rc/clk?jk=5b93a3dc44169df7&bb=7ds2joRAtkOsGfGvIN5I7IfM7qwjMT1EPw2SAxwq2OCI3gIViQozOqlqtkEJZx9gjJveZnjHiEu0BrMWBj-RHU7WReJm-OGA30nySpg2-H4%3D&xkcb=SoD467M3DIs4-v2xJh0HbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Analista de Informações Gerenciais Pleno (Combate à Fraude) - SP,Amil,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=77c28d786717836d&bb=7ds2joRAtkOsGfGvIN5I7HdcpjsTSjdCM9Ug98b-4S64aCNgVMAGTsQb_hltIeE8j1HLBDO7rVpkheCQrW3mITjFjWjjkUQmN55aJ7MCUmM%3D&xkcb=SoBM67M3DIs4-v2xJh0GbzkdCdPP&fccid=d3d3520998346837&vjs=3
Desenvolvedor Web Pleno(PRESENCIAL),BRD Soluções em Tecnologia,"Itajaí, SC",https://br.indeed.com/rc/clk?jk=91f19c85129dfd1e&bb=7ds2joRAtkOsGfGvIN5I7P7cwOGPGAgEN7ExwSCgvtnhE5BV5jOADNsA8rxw_kZ08h3qAP9DL7BaX56ke7Dg8tsdHj7YOQaRAmCMi4JsFg4%3D&xkcb=SoDR67M3DIs4-v2xJh0FbzkdCdPP&fccid=5aa9cc7ad04d0867&cmp=BRD-Solu%25C3%25A7%25C3%25B5es-em-Tecnologia&ti=Webmaster&vjs=3
Assistente de Informações Gerenciais (Combate à Fraude) - SP,Amil,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=8a70f733d97aacab&bb=7ds2joRAtkOsGfGvIN5I7HdcpjsTSjdCKuEdu4Ec8dSEU2QtXYQeT5pjzbqu2JMDE0Pti_KQRyDbV6qofTnBvTLcSnUshPB2ExGu-e3KXt4%3D&xkcb=SoBl67M3DIs4-v2xJh0EbzkdCdPP&fccid=d3d3520998346837&vjs=3
Professor auxiliar i - topicos de big data em python - estácio florianópolis,Netvagas,"Florianópolis, SC",https://br.indeed.com/rc/clk?jk=db9c2c6a979a14c4&bb=7ds2joRAtkOsGfGvIN5I7CoT6mUJ9cUVHpVCaLfrl927qo9_Z5mAUNUdvxBrdVuzk2_-YBUDRigU6PAoIhC0FV9ESol8fcjHozNXIag2Sew%3D&xkcb=SoBC67M3DIs4-v2xJh0bbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
ANALISTA DESENVOLVEDOR(A) JR - OSASCO,OEmprego,"Osasco, SP",/rc/clk?jk=fde73a8d23e01b55&bb=3YKj5106m6O_4HE91TuvrlLT_TpcrE2JFje9449Iv12j10ld67HU4TrpeUIBIcbb68IVemNBF_THpn7bmBJ7VrFWyGio7Cv7wBrorLSPPNg%3D&xkcb=SoCZ67M3DIs36Y2aih0LbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
NodeJs Developer,Oowlish,"Fortaleza, CE",/rc/clk?jk=be8ad68be43306f7&bb=3YKj5106m6O_4HE91TuvriEQDmMTe2Y-5DM-X4uEtZe_GLMAYDxWtNueiZvPUL36IygZL0BWDxgHbGqScWPDor-FWxEeV0A0ttb1QzsnQG0%3D&xkcb=SoAt67M3DIs36Y2aih0KbzkdCdPP&fccid=0271e2481fb4cba7&vjs=3
Data engineer (1),Netvagas,,/rc/clk?jk=be1b2636dd79530f&bb=3YKj5106m6O_4HE91TuvrlLT_TpcrE2JFLl6EO1tE2xDoYJPDnZmcrKZd__BSYwMG5xh9GMfiaIULG6pkvKf0BpW2QswT41yCMX6TWLixZI%3D&xkcb=SoCw67M3DIs36Y2aih0JbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor python fullstack (analytics e sas),Netvagas,"São Paulo, SP",/rc/clk?jk=07c02cb8f0f412b9&bb=3YKj5106m6O_4HE91TuvrsTYOzTTLqt9WQw9e5Zyi5opthtVeMS18fK3CwyweY_nKHWsz-Rf1mjlunEJf47d-5kPbwTVEHglPpHMArR1pCs%3D&xkcb=SoAE67M3DIs36Y2aih0IbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de Dados,Grupo Fácil,"Belo Horizonte, MG",/rc/clk?jk=bc9d3d8883b6b486&bb=3YKj5106m6O_4HE91TuvrmyYPz0iUkBDCKqa2STHmljOk4gq4Rg2wv-FpD2Wj9Ct-E8hhdcAT8ZlXtfKyTPub_1TVg7TAwNV1nzVKB8OT5A%3D&xkcb=SoCK67M3DIs36Y2aih0PbzkdCdPP&fccid=df4badb630774982&vjs=3
Desenvolvedor Fullstack Pleno,QI TECH,"São Paulo, SP",/rc/clk?jk=9bd53dbd325c2ba9&bb=3YKj5106m6O_4HE91Tuvrsd430hCXw_pMPSOmXEFSlxgGFTqLIC6dqZpMw7BYrkABdMrjDjgvxTSafIUtnabou3gShCSScdMrXypeE3184Y%3D&xkcb=SoA-67M3DIs36Y2aih0ObzkdCdPP&fccid=adac0a28bbf5a372&vjs=3
Cientista de Dados,Bild Desenvolvimento Imobiliário,"Ribeirão Preto, SP",/rc/clk?jk=2a22f1da96f63fd9&bb=3YKj5106m6O_4HE91TuvrvQk91xHC6SepgWO_x1BREjhnLGyfsAmF5ZYqDQuhL8djPgu-TZO5qjsNErRTDWI4Rdnr7pz-_Zq8ZgRSy-Nh_Y%3D&xkcb=SoCj67M3DIs36Y2aih0NbzkdCdPP&fccid=031362d948698b1a&vjs=3
DESENVOLVEDOR FULL STACK,SOLARPRIME FRANCHISING,"Campinas, SP",/rc/clk?jk=5e79ba8ca9cfee6f&bb=3YKj5106m6O_4HE91TuvrqKkROMoBHP3fIHYIeIYzHrs9Sie7poYpX0R7_nu2ImuutdA0ILUIMTq-bdK8gVnNCnUkjL5Gbc8kwIngWQqC1c%3D&xkcb=SoAX67M3DIs36Y2aih0MbzkdCdPP&fccid=1ecadc9d18a2aebc&vjs=3
Analista de Dados IIl,Lojas Renner,"Porto Alegre, RS",/rc/clk?jk=973881884439a3fb&bb=3YKj5106m6O_4HE91TuvrnQGwAVDFcxmZiHXLTIY7OJgtpObs46r_B9isBfH4JWdRCdPuHupv1vUA0-OKuSO07SNrIslHB28KHsko2DU3eg%3D&xkcb=SoD-67M3DIs36Y2aih0DbzkdCdPP&fccid=0421650f9c724b35&vjs=3
Analista Júnior de Precificação e Distribuição de Renda Fixa | Corretora Institucional,XP,"São Paulo, SP",/rc/clk?jk=a05abc8d92c1c3f6&bb=3YKj5106m6O_4HE91TuvrtY4QKPYzagWfSGxkz1NIdSjSfTghsuUNp2Qpf6LlOXkd8cLQyhpJrbDTrFObEpflF1yi5MazFjiO_uEUe1hBPc%3D&xkcb=SoBK67M3DIs36Y2aih0CbzkdCdPP&fccid=53fac3ef8e00e16f&vjs=3
